0.708372	-2.155109	-2.863481	42	Nuclear matrix elements (NMEs) for two-neutrino double-beta decay (2νββ) are studied in the framework of relativistic nuclear energy density functional (REDF).
0.690531	-3.186737	-3.877268	69	The non-relativistic Skyrme energy density functional (EDF) based collective Hamiltonian, that takes into account dynamical correlations related to the restoration of broken symmetries and fluctuations of quadrupole collective variables, is applied to quantitatively study the impurity effect of Λ hyperon on the collectivity of 44 S.
0.689615	-2.682588	-3.372203	61	The equation of state (EOS) of asymmetric nuclear matter (ANM) and, in particular, the density dependence of the nuclear symmetry energy, E s (ρ), in the supra-saturation density regime, have remained elusive in spite of several efforts made in finding an answer to this problem.
0.673212	-2.975486	-3.648699	50	The extended theory of finite Fermi systems (ETFFS) is based on the Landau-Migdal theory of finite Fermi systems (TFFS) and includes in a consistent way configurations beyond the 1p1h level.
0.647462	-3.833736	-4.481198	38	Allowed (GT) and unique first-forbidden (U1F) β-decay rates of 78,80,82 Zn as a function of stellar temperatures and densities.
0.639712	-2.713180	-3.352892	41	An extension of the Brueckner Hartree Fock (BHF) approximation to a self-consistent Green's function method (GF) has been used to study properties of asymmetric nuclear matter.
0.636419	-2.235589	-2.872008	16	Inertial confinement fusion (ICF) could be an important future energy source.
0.630838	-3.011593	-3.642431	26	The relativistic field theory model of the deuteron (RFMD) is reformulated from the first principles of QCD.
0.618245	-2.623368	-3.241613	62	The ultrarelativistic quantum molecular dynamics (UrQMD) model is a microscopic transport model which could simulate the p + p, p + A, and A + A collisions at relativistic energies and describes the time-evolution of a many-body system by using covariant equations of motion.
0.611410	-4.131444	-4.742854	36	Isobaric analogue states (IAS) for isospin multiplets from T = 1/2 to 3 have been studied within the 2012 Atomic Mass Evaluation (Ame2012).
0.607718	-3.887036	-4.494754	42	The next to leading order (NLO) expression is proportional to y 4 and contains a piece from the 2 nd order E1 amplitude and a piece from the interference of 1 st and 3 rd order.
0.601746	-3.609331	-4.211078	27	The potential energy surfaces (PES) corresponding to various density distributions are plotted as functions of the mass quadrupole deformation β 2.
0.598110	-3.928586	-4.526696	28	The effective momentum approximation (EMA) replaces the momentum operators that appear in spinor-distortion operators by asymptotic kinematics.
0.577269	-2.860701	-3.437971	59	Nuclear density functional theory (DFT) in combination with the proton-neutron quasiparticle-random phase approximation (pnQRPA) is not one of these approaches, however; 0νββ and 2νββ matrix elements can be computed in similar ways.
0.570415	-4.041003	-4.611418	34	The final state Y N interaction (FSI) plays an important role in the γd → K + Y n, Y = Λ, Σ 0 reaction.
0.569719	-3.777303	-4.347022	68	Time reversal invariance violating (TRIV) effects for low energy elastic neutron deuteron scattering are calculated for meson exchange and EFT-type of TRIV potentials in a Distorted Wave Born Approximation, using realistic hadronic strong interaction wave functions, obtained by solving three-body Faddeev equations in configuration space.
0.567412	-2.862710	-3.430122	31	The hope is to create a deconfined quark gluon plasma (QGP) for a few fm/c and to study its properties.
0.564449	-3.247100	-3.811550	28	A parton shower, including initial state radiation (ISR) and final-state radiation (FSR), is generated around the hard vertex.
0.561881	-2.824391	-3.386271	54	Isospin symmetry breaking (ISB) in finite nuclei reflects a subtle balance between the isospin symmetry violating long-range electrostatic interaction that polarizes the entire nucleus and the short-range strong force, which, predominantly, preserves the isospin symmetry.
0.560623	-3.833780	-4.394403	15	The HFB equations are solved on a harmonic oscillator (HO) basis.
0.556328	-3.002967	-3.559295	27	The Hartree-Fock (HF) based random phase approximation (RPA) provides a microscopic description of the nuclear compressional modes.
0.554329	-4.306086	-4.860415	38	A contribution to the bulk viscosity from the pion Urca (PU) reaction processing on the pion condensate is included for densities n > n π c.
0.550545	-3.338028	-3.888573	29	The heavy ion (HI) induced interactions are either peripheral interactions or central collisions, depending on the degree of overlap between the projectile and target nuclei.
0.540526	-2.956053	-3.496579	57	The success and utility of effective field theory (EFT) in explaining the structure and reactions of few-nucleon systems has prompted the initiation of EFT-inspired extrapolations to larger model spaces in ab initio methods such as the no-core shell model (NCSM).
0.537871	-3.345941	-3.883812	44	The validity of such a closed quantum system (CQS) framework is sometimes justified by relatively high one-particle (neutron or proton) separation energies in nuclei close to the valley of beta stability.
0.536840	-4.102869	-4.639709	32	Elaborated shell model (SM) calculations have not been able to explain the reductions obtained for R or the quenching of spectroscopic factors (SF).
0.536658	-2.969296	-3.505954	29	The Lorentz Integral Transform method (LIT) is extended to pion photoproduction in the ∆resonance region.
0.530790	-3.459636	-3.990426	29	The Fermi transition to the isobaric analog state (IAS) is included in the data (upper panels) but not in the calculations.
0.529215	-4.345246	-4.874462	30	The inclusion of Next to Leading Order (NLO) diagrams in the calculation should make the pQCD picture of heavy-flavour production more realistic.
0.527829	-2.915976	-3.443805	27	Nuclear density functional theory (DFT) is currently the only available microscopic many-body theory that is applicable to the whole nuclear chart.
0.519443	-1.844754	-2.364197	21	Big-bang nucleosynthesis (BBN) is a cornerstone of big-bang cosmology [1].
0.507147	-3.220636	-3.727783	41	Chiral effective field theory (EFT) organizes the interactions of nucleons in powers of momenta and factors of the pion mass near the chiral limit where the light quarks are massless.
0.504517	-2.025876	-2.530393	34	A number of nucleon-nucleon (NN) potentials are now available which can be used in a non-relativistic approach to understand nuclear structure.
0.502464	-3.341304	-3.843768	27	The spectroscopic factor (SF) of the single-particle state can be discussed by comparing the theoretical and experimental knockout cross sections.
0.500904	-3.774708	-4.275612	20	Evaluated Nuclear Data File (ENDF) libraries contain the nuclear data for use in transport codes.
0.494612	-2.273847	-2.768459	27	Quantum hadrodynamics(QHD) is a quantum field theory which treats nucleons and mesons as elementary degrees of freedom.
0.490676	-4.214454	-4.705130	34	Finite Formation Time (FFT) effects in the exclusive reaction 4 He(e,e'p) 3 H at high values of Q 2 are introduced and discussed.
0.488742	-3.492433	-3.981176	21	The emission of intermediate mass fragments (IMF) is the most important observable of nuclear multifragmentation reactions.
0.488403	-3.279510	-3.767913	40	Calculations for hard, soft, and momentum dependent (MD) equationsof-state are shown for the p T interval 1.0 < p T < 1.5 GeV/c.
0.487636	-2.976198	-3.463834	37	The quasiparticle random phase approximation (QRPA) and its renormalized version (RQRPA) is another method often used in the evaluation of M 0ν.
0.483140	-3.566862	-4.050002	40	Within the color glass condensate (CGC) effective theory the pre-equilibrium stage of the high energy collisions can be described in terms of strong gluon fields, namely the Glasma.
0.481930	-2.932995	-3.414925	40	The charge symmetry breaking (CSB) and charge independence breaking (CIB) forces have been discussed in the context of isospin impurity effect on the super-allowed Fermi decays.
0.481083	-4.209882	-4.690964	54	An evenstate ΛN charge symmetry breaking (CSB) interaction determined from the A=4 systems works repulsively by +0.1 MeV (attractively by -0.1 MeV) in 10 Λ Be ( 10 Λ B).
0.478582	-3.232571	-3.711153	43	Self-consistent random phase approximation (RPA) approaches in the relativistic framework are applied to calculate the isospin symmetry-breaking corrections δc for the 0 + → 0 + superallowed transitions.
0.478515	-3.432218	-3.910734	42	Short range correlations (SRC) arise from the tensor component and the repulsive hard-core in the NN interactions, and are essentially important to fully understand the nuclear structure and the properties of nucleons.
0.477798	-4.668572	-5.146371	22	The participant plane (PP) can be experimentally determined through the event plane reconstructed from final-state hadrons.
0.474746	-2.413107	-2.887854	24	The relativistic mean-field (RMF) approach is an effective field theory of interacting mesons and nucleons.
0.471845	-3.381312	-3.853157	30	The nuclear level density (NLD) parameter is a critical input for statistical model calculation and is also important for proper estimation of the nuclear temperature [4].
0.470695	-3.236221	-3.706916	41	Results for relativistic Heavy Ion Collisions (HIC) in the AGeV beam energy region, for collective flows, charged pion production and isospin stopping, are presented in refs.
0.464432	-3.448439	-3.912871	38	Characteristic for any effective field theory (EFT), effects of higher energy physics are accounted for via low-energy constants (LECs) accompanying the interaction terms in the effective Lagrangian.
0.463693	-4.177363	-4.641056	27	Deep Inelastic Scattering (DIS) experiments at large Q 2 have extracted this quantity through a global analysis of the world data 1.
0.462256	-3.629197	-4.091452	31	The chiral magnetic wave (CMW) is sought using the charge asymmetry (A ch ) dependence of anisotropic flow in heavy-ion collisions.
0.456845	-2.886113	-3.342958	45	The evolution of pygmy dipole states (PDS) in the region of low excitation energies is analyzed as a function of the density-dependence of the symmetry energy for a set of relativistic effective interactions.
0.456755	-4.219742	-4.676497	28	The Lund model is employed in a number of Monte Carlo (MC) event generators, and has enjoyed great success representing jet fragmentation to hadrons.
0.453887	-4.422881	-4.876768	38	The decreasing trend of the measured B(M 1) and B(E2) transition strengths in one of the sequence (DB I) spells out its origin as Magnetic Rotation (MR).
0.443956	-4.302216	-4.746172	40	The trends of B(M1) and B(E2) in DB I are reproduced well in the theoretical calculations using the Shears mechanism with the Principal Axis Cranking (SPAC) model.
0.443687	-4.144815	-4.588502	30	The standard nuclear shell model (SM) approach erects a wall between the description of intrinsic structure and reactions since it does not account for the continuum spectrum.
0.440230	-3.170765	-3.610995	24	The application of the Lorentz integral transform (LIT) method to photon scattering off nuclei is presented in general.
0.438230	-2.522564	-2.960794	33	Variational Monte Carlo (VMC) relies on the variational principle that the energy of any trial wave function will be greater than or equal to the ground state energy.
0.437144	-3.053610	-3.490754	43	Separative work units (SWU) are not a quantity of material but a measure of the effort expended to separate a given quantity of uranium feed into two streams (one having a higher percentage of uranium-235).
0.436849	-2.678378	-3.115227	34	Microscopic energy density functionals (EDF) have become a standard tool for nuclear structure calculations, providing an accurate global description of nuclear ground states and collective excitations.
0.436607	-4.564254	-5.000861	17	High linear energy transfer (LET) radiation triggers vaporization of the drops into visible bubbles.
0.436045	-3.337724	-3.773769	31	The Hyperspherical Harmonics (HH) method is one of the most accurate techniques to solve the quantum mechanical problem for nuclear systems with A ≤ 4.
0.435986	-2.160793	-2.596779	29	Understanding the equation of state (EoS) of neutron star (NS) matter remains one of the central challenges in modern nuclear physics and astrophysics.
0.434390	-3.739716	-4.174106	39	The nuclear symmetry energy (NSE) is one of a crucial property of asymmetric nuclear matter governing several areas of nuclear matter calculations like reaction dynamics, phase stability, cooling in the neutron star etc.
0.432834	-3.088564	-3.521398	46	The vector meson dominance (VMD) model was a successful pre-QCD model in the description of diffractive photoproduction of vector mesons and electromagnetic interactions of hadrons in the multi-GeV energy regime.
0.428532	-2.539802	-2.968334	35	Recent Lattice QCD (LQCD) studies suggest that there are missing resonances in the strange sector of the Hadron Resonance Gas (HRG) model.
0.427712	-3.630478	-4.058191	59	The ELA uses the pseudovector (PV) coupling for the nucleon-nucleon-pion vertex (unlike the resonance model) and thus incorporates the low energy theorems of current algebra and the hypothesis of partially conserved axial-vector current (PCAC).
0.425301	-2.366922	-2.792223	41	The equations of the Random Phase Approximation (RPA) can be reduced to independent equations for two-neutron, two-proton, and neutron-proton quasiparticle pairs.
0.422228	-3.165228	-3.587456	31	The quantum chromodynamics (QCD) as a underlying theory describing strong interactions exhibits two fascinating aspects: confinement and dynamical chiral symmetry breaking (DCSB).
0.420634	-5.537758	-5.958392	16	The configuration interaction (CI) calculations that include these cross shell excitation are challenging.
0.409987	-2.880166	-3.290154	56	The composition of neutron star (NS) matter (NSM) at high density ((5 -10)ρ 0 ; ρ 0 ≈ 0.16 fm -3 being the normal nuclear matter density) is one of the most interesting and active research areas of NS physics.
0.409018	-3.996723	-4.405741	40	Within the vector dominance model (VDM) the EM correlator is proportional to the light vector meson propagators, D V, most notably the ρ-meson's (V =ρ).
0.408041	-3.438019	-3.846060	25	The chiral potentials depend on low energy constants (LEC) and the cut-off parameters Λ and Λ.
0.406597	-3.931550	-4.338147	35	The mirror energy difference (MED) of the mirror state, especially for states bearing the Thomas-Erhman shift, serves as a sensitive probe of isospin symmetry breaking.
0.402379	-3.445744	-3.848123	41	Within the impulse approach (IA), the virtual photon is absorbed by a single nucleon in the nucleus whose 4-momentum is P µ = P µ N -Q µ = (E, p).
0.402071	-4.190934	-4.593005	25	The predictions in the regime of nuclear matter (NM) of this kind of ab initio calculations are usually considered as a standard.
0.398267	-3.582895	-3.981162	42	A comment on the effects of Bose enhancement (BE) of the gluons and Pauli blocking (PB) of the quarks & antiquarks in the final channels on the drag is in order here.
0.397937	-4.238649	-4.636585	30	Indeed, since the classical liquid drop model (LDM) favours symmetric shapes, 2 the mass asymmetry had to be a quantum shell effect.
0.395375	-2.652973	-3.048349	28	Recently, the study of dense and hot hadronic matter (HHM) is one of the interesting fields in relativistic heavy ion physics.
0.393708	-2.883353	-3.277061	28	Critical Point Symmetries (CPS) appear in regions of the nuclear chart where a rapid change from one symmetry to another is observed.
0.393208	-3.044886	-3.438094	25	The energy density functional (EDF) method in nuclear physics is nowadays the approach of choice for largescale nuclear structure calculation.
0.391651	-3.922871	-4.314523	37	Upon Fourier transformation (FT) of the regulator functions, the position-space cutoff can be related to the momentumspace cutoff Λ c as R 0 = 2/Λ c.
0.390993	-2.997826	-3.388819	36	The one-boson-exchange potential (OBEP) is defined as a sum of one-particleexchange amplitudes of certain bosons with given mass and coupling.
0.389284	-3.972318	-4.361601	30	The charged-current (CC) interaction rate on 71 Ga and the elastic scattering (ES) rate on the electrons within the crystal would both be measured.
0.387243	-3.567424	-3.954668	91	The self-consistent Theory of Finite Fermi Systems (TFFS) is consistently generalized for the case of accounting for phonon coupling (PC) effects in the energy region of pygmy-and giant multipole resonances (PDR and GMR) in magic nuclei with the aim to consider particle-hole (ph) and both complex 1p1h⊗phonon and two-phonon configurations.
0.385997	-4.446726	-4.832723	55	The main background is neutral current (NC) π 0 production because the electromagnetic show- ers from pion decay photons can be misidentified as electrons from ν e induced CCQE ν e n → e -p if one of the photons is not identified.
0.381043	-4.053078	-4.434121	41	Prompt fission neutron spectrum (PFNS) and prompt fission neutron multiplicity are another important items, measurements of the former for the 243 Am(n, F) reaction are unavailable at the moment.
0.380851	-3.641624	-4.022475	52	The effects of the finalstate interactions (FSI) between the emitted nucleon and the residual nucleus are described by the relativistic Green's function (RGF) model where FSI are treated consistently with the exclusive scattering and using the same complex optical potential.
0.379404	-2.363039	-2.742443	25	The Quark Gluon Plasma (QGP) is a de-confined phase of a strongly-interacting matter.
0.378503	-3.598100	-3.976603	37	The giant dipole resonance (GDR) in 16 O calculated the CBA (red solid line), in standard TBA (black dashed line), and in RPA (blue dotted line).
0.375521	-3.186301	-3.561822	36	Importance truncation (IT) constitutes another wellestablished technique to reduce the computational costs of nuclear structure calculations while maintaining the desired accuracy on the solution of the Schrödinger equation.
0.373875	-3.384477	-3.758353	30	Auxiliary Field Diffusion Monte Carlo (AFDMC) is an extension of DMC that is employed for Hamiltonians with a complicated spin dependence.
0.372485	-3.555797	-3.928282	39	The Linear Boltzmann Transport (LBT) model is then used to simulate the propagation, energy attenuation of and medium response induced by jet partons in the quarkgluon plasma.
0.370117	-2.733162	-3.103278	22	The scattering phase shift (SPS) is a vital quantity to understand the nucleon-nucleon scattering.
0.368987	-3.756074	-4.125061	34	Lepton number violating (LNV) interactions involving so far unobserved much heavier (∼ TeV) particles might lead to a comparable 0νββ decay rate.
0.368206	-3.429777	-3.797983	41	Analysis of extended xray absorption fine structure (EXAFS) spectra for the glasses indicates that the local environment around the cations exhibits different degrees of disorder due to the accumulated α-decay dose.
0.367346	-3.314686	-3.682032	55	Experiments on deep inelastic scattering (DIS) ep → eX, which dominantly proceeds via the exchange of a virtual photon between the electron and the nucleon, have established the existence of quarks and provided detailed studies of the short range aspects of the strong coupling.
0.366884	-2.417177	-2.784061	45	Effective field theory (EFT) has become a standard tool for analyzing the chiral structure of Quantum Chromodynamics (QCD) at low energies, where the perturbative expansion in powers of the coupling constant cannot be used.
0.366055	-3.765106	-4.131161	24	Effective models like NJL, quark meson (QM) model can explain the QCD chiral phase diagram.
0.363803	-2.522882	-2.886685	48	The beam energy scan (BES-I) program at the Relativistic Heavy Ion Collider (RHIC) provides a unique opportunity to study the energy dependence of QGP formation and the relative roles of partonic and hadronic interactions.
0.362428	-3.816684	-4.179112	36	Variational Monte Carlo(VMC), based on a trial wave function ψ T (usually not normalized) with parameters, provides a way to find the upper limit of E 0.
0.361964	-2.215649	-2.577614	46	Accelerator Mass Spectrometry (AMS) [3] is an established technique for the detection and measurement of trace level of long-lived radionuclides [4] such as 14 C, 10 Be, 36 Cl.
0.359423	-3.267310	-3.626734	41	The virtual photon theory (VPT), which is based on first-order Coulomb dissociation restricted to the electric dipole (E1), has been successfully used to explain the breakup data for several cases.
0.355163	-2.735790	-3.090953	39	The parton distribution function (PDF) and the parton fragmentation function (FF), however, require the knowledge of non-perturbative QCD and are not calculable directly by present techniques.
0.353270	-3.851256	-4.204526	32	Coupled channels Born approximation (CCBA) and continuum discretized coupled channels (CDCC) calculations which explain the large number of observables are presented.
0.351725	-2.904395	-3.256120	24	Dynamical chiral symmetry breaking (DCSB) is one of the keystones of low-energy hadronic phenomena.
0.351036	-4.002306	-4.353343	27	The Conserved Vector Current (CVC) hypothesis derives from the gauge invariance of the weak interaction and leads to g V = 1.
0.350875	-3.855561	-4.206436	22	The canonical thermodynamic model (CTM) as applied to the nuclear multifragmentation problem addresses the following scenario.
0.350760	-2.840367	-3.191127	49	Effective field theory (EFT) methods such as, in particular, chiral EFT have become an indispensable tool for analyzing few-and many-nucleon systems in a systematic fashion in harmony with the symmetries of the Standard Model.
0.350154	-3.008844	-3.358998	45	The Statistical Hadronization Model (SHM) must be considered as an effective model describing the process of hadron formation in high energy collisions at energy (or distance) scales where perturbative QCD is no longer applicable.
0.347385	-2.795546	-3.142931	49	Decoupling via the Similarity Renormalization Group (SRG) of low-energy nuclear physics from high-energy details of the nucleon-nucleon interaction is examined for two-body observables and few-body binding energies.
0.346300	-2.993008	-3.339308	31	Nuclear resonance fluorescence (NRF) or (γ, γ ′ ) experiments study the γ emission after resonant absorption of a photon.
0.345426	-3.053005	-3.398431	40	Passive detection of special nuclear material (SNM) is challenging due to its inherently low rate of spontaneous emission of penetrating radiation, the relative ease of shielding, and the fluctuating and frequently overwhelming background.
0.344669	-3.001207	-3.345876	40	Charge symmetry breaking (CSB) effects associated with the u and d quark mass difference are investigated in the quark distribution functions and spacelike electromagnetic form factors of the pion and kaon.
0.341358	-4.620498	-4.961856	28	Operator product expansion (OPE) for vector and axial vector current: The commonly known chiral order parameter can be rewritten in several forms.
0.341084	-4.546667	-4.887751	21	Either source of B xy (t) causes free induction decay (FID) of the measured signal.
0.341012	-3.137365	-3.478377	40	Recent calculations of charge symmetry violation (CSV) in the valence quark distributions of the nucleon have revealed that the dominant symmetry breaking contribution comes from the mass associated with the spectator quark system.
0.339437	-3.727436	-4.066873	40	Then the asymptotic normalization coefficients (ANC) can be deduced from experimental phase-shift data and applied to radiative capture processes which are important in nuclear astrophysics for new elements creation.
0.337388	-3.482896	-3.820284	48	Doubly Occupied Configuration Interaction (DOCI) is another approximate method that restricts the configuration space to zero-seniority configurations, i.e., states in which all nucleons are paired as time-reversed partners.
0.337221	-4.862751	-5.199972	24	The process inherent ultimately safe (PIUS) reactor relies on a large pool of borated water for its safety system.
0.336815	-3.225534	-3.562349	51	The electric dipole (E1) excitation in nucleus is mainly composed of the giant dipole resonance (GDR), which is formed by the relative dipole oscillation between neutrons and protons, thus reflecting asymmetry information in nuclear EoS.
0.332135	-3.971458	-4.303593	60	The density matrix expansion (DME) of Negele and Vautherin is a convenient tool to map finiterange physics associated with vacuum two-and three-nucleon interactions into the form of a Skymelike energy density functional (EDF) with density-dependent couplings.
0.331253	-2.572958	-2.904211	43	Relativistic contributions (RC) are expected to be significant in deuteron photodisintegration, especially when the photon momentum involved in the process, becomes comparable with the rest mass of the nucleon.
0.330297	-2.840695	-3.170992	22	Effective field theories (EFT) are a powerful tool to deal with non-perturbative low energy physics.
0.330205	-4.541448	-4.871654	38	The radon daughter concentration in working level units (WL) was continu ously measured at a distance of about 1 km from the mill and within the Uravan Club Ranch village.
0.327426	-3.800587	-4.128013	41	Diffusion or Green's function Monte Carlo (GFMC) starts with a trial wave function |Ψ T and uses Euclidean time evolution to extract the ground state wave function (Kalos, 1962).
0.324531	-4.465479	-4.790009	55	The Effective Field Theory (EFT) based on chiral expansions provides a model independent hierarchy for many body forces at long distances but their predictive power may be undermined by the regularization scheme dependence induced by the counterterms and encoding the short distances dynamics which seem to dominate the uncertainties.
0.322769	-3.493219	-3.815988	17	Emission of light fragments (LF) from nuclear reactions is an interesting open question.
0.319823	-2.919386	-3.239208	27	The Similarity Renormalization Group (SRG) is a continuous series of unitary transformations that can be implemented as a flow equation.
0.315925	-3.215867	-3.531792	41	The relativistic Fermi gas (RFG) model neglects both the shell structure and correlations, treating the nucleus as a fragment of noninteracting nuclear matter of uniform density in a constant potential.
0.314735	-3.431596	-3.746331	47	At the quark level, the conserved vector current (CVC) hypothesis is broken if the up and down quarks have different masses, but for a free nucleon this breaking is second order in (m d -m u ).
0.313838	-2.650368	-2.964206	50	Neutron star (NS) core, composed of degenerate matter, is characterized by very high density (few times the normal matter density ρ 0 ∼ 0.16 fm -3 ) and extremely low temperature (T = 0 MeV).
0.312809	-4.085981	-4.398790	28	The calculation included random phase approximation (RPA) excitations and thus took care of the most important collective modes in a Fermi gas.
0.311249	-2.112527	-2.423775	62	The no-core shell-model (NCSM) is a powerful many-body technique that successfully describes nuclei in the lighter mass region from the first principles [1,2,3,4,5,6,7,8,9,10,11,12,13,14,15].
0.310364	-4.116701	-4.427065	32	The Shippingport LWBR critical heat flux (CHF) correlation conservatively predicts the data for the full range of LWBR geometries and heat flux distributions.
0.309486	-2.664163	-2.973650	26	Deep Inelastic Scattering (DIS) has been one of the most resourceful ways to examine the internal structure of hadrons.
0.309410	-2.850107	-3.159517	57	The fact that nucleon-nucleon (NN) interaction is a long-range remnant of the QCD interactions between quarks and gluons coupled to colorless states, and hence is not known in a closed form, adds all the more to the complexity of nuclear systems.
0.309405	-3.673973	-3.983377	48	Deeply virtual Compton scattering (DVCS), the electroproduction of a real photon from a single quark in the nucleon, eN → eNγ, is the most straightforward exclusive process that allows access to the GPDs.
0.307037	-3.215595	-3.522632	29	The gas centrifuge isotope separation (GCIS) process is applicable to those elements that will form compounds that have high vapor pressures near room temperature.
0.304264	-4.457393	-4.761657	27	The leading order (LO) contribution includes OPE, which provides the standard two-nucleon rates used in current supernova simulations.
0.303704	-2.773648	-3.077353	18	Nuclear density functional theory (DFT) is the most promising microscopic approach for this purpose.
0.303003	-4.161919	-4.464922	20	The even-odd staggering (EOS) is an estimate of the pairing energy of identical nucleons.
0.300971	-4.229462	-4.530432	33	Photon strength functions (PSF) are important inputs for statistical reaction codes applied in network calculations in nuclear astrophysics and in simulations done for nuclear power production and safety.
0.300696	-3.063698	-3.364394	39	The Accelerator Production of Tritium (APT) project is designing a particle accelerator and target to produce tritium using neutrons generated fiom a Tungsten spallation source.
0.298389	-3.294222	-3.592611	25	The Ultra relativistic Quantum Molecular Dynamics (UrQMD) transport model is applied to investigate the flow of deuterons.
0.297852	-2.745329	-3.043181	31	Ultra-peripheral collisions (UPC) are events characterised by large impact parameters between the two projectiles, larger than the sum of their radii.
0.296076	-3.487960	-3.784037	27	A statistical multifragmentation model (SMM) is applied to the experimentally observed multifragmentation events in an intermediate heavy ion reaction.
0.296070	-4.519270	-4.815340	16	Renormalization Group (RG) approaches to NN interaction are other serious efforts.
0.295867	-3.018338	-3.314205	60	A particle rotor model (PRM) with a quasi-proton and a quasi-neutron coupled with a triaxial rotor is developed and applied to study chiral doublet bands with configurations of a h 11/2 proton and a h 11/2 quasi-neutron.
0.293650	-3.722667	-4.016317	28	Doses from releases of tritiated gas (HT) or ingestion of organically bound tritium (OBT) are not calculated.
0.289674	-3.227354	-3.517028	63	The string melting (SM) version of the AMPT model (labeled here as AMPT-SM) is based on the idea that for energy densities beyond a critical value of ∼ 1 GeV/fm 3, it is difficult to visualize the coexistence of strings (or hadrons) and partons.
0.288955	-4.360440	-4.649396	21	The Spin Coherent State (SCS) representation distills the semiclassical features from the TR states.
0.288670	-3.084336	-3.373006	29	The giant dipole resonance (GDR) has been the first to be discovered, and is probably the most studied among the various nuclear collective vibrations.
0.286367	-3.907782	-4.194149	22	The nuclear excitation by electron transition (NEET) process was identified as the physics mechanism of the induced transitions.
0.284521	-4.744888	-5.029410	18	The bulk of the charge dependence (CD) is already included via the different pion masses.
